date	AAPL	SPY	TSLA	BAC	NVDA	GOOG
2024-10-31	-0.03042914541512065	-0.008923538766048789	-0.045025412068364634	0.05393149461766389	0.09321460769799583	0.0328968065162043
2024-11-29	0.05170688177566407	0.059633418953695116	0.3814688622385134	0.13605942297966211	0.041353012581465176	-0.012739665071502149
2024-12-31	0.05515523359983643	-0.02406017042926545	0.17000808915631316	-0.06978569844619997	-0.028577025227559227	0.11828296657614712
2025-01-31	-0.05758329628330294	0.026856557731721686	0.0018819576379678349	0.05346968868351598	-0.10589017336041362	0.07960503214177117
2025-02-28	0.02587257375629126	-0.012694940179009073	-0.2758773935575025	-0.004319632783677085	0.040393029426297966	-0.1623540505725105
2025-03-31	-0.08150021920555539	-0.055719310915217646	-0.11543452131892018	-0.08908146460195454	-0.13232487792137726	-0.09181290885816129
2025-04-30	-0.043352951328328726	-0.008670056544183735	0.08874826236685496	-0.04433265450376578	0.004982410811787075	0.029827797252033328
2025-05-30	-0.053584043540525816	0.06284493303163585	0.2278848417863253	0.10656982863288622	0.24063538701474196	0.07433651524727836
2025-06-30	0.02150852755371435	0.051386124993305415	-0.08312644606383923	0.07860542345443844	0.1692518086193613	0.027499030799854607
2025-07-31	0.011697625680163082	0.023031648578059727	-0.02955995259140498	-0.001056747349210907	0.1258305640611428	0.08720914273402602
2025-08-29	0.11963891239084878	0.02051948204102305	0.08304410748975077	0.07340817345940076	-0.020745473282684723	0.1071762232746416
2025-09-30	0.09688125410892989	0.03562033510828466	0.33201547825406585	0.022407454620447353	0.07125111963927333	0.14160850306020012
2025-10-31	0.06181516967143552	0.02383739357630099	0.026623485126352042	0.03605346997590719	0.0852717678839181	0.15713403251586988
2025-11-28	0.03236421756367314	0.0019500049129079766	-0.05780178787448975	0.0037419200592456736	-0.125882777513319	0.13590249443225022
2025-12-31	-0.02506728904622013	0.0007975029584423865	0.045447119005781245	0.03049047761242596	0.05373101785259271	-0.01910320413680211
2026-01-30	-0.04553807543927224	0.014737818820090842	-0.04293782243658151	-0.032727276571110075	0.024825733202540334	0.07880815971444033
2026-02-27	0.01906572982560406	-0.008642046247570145	-0.06482189925675397	-0.06334576549985271	-0.07293465552553402	-0.08005194699152385
2026-03-31	-0.03932924356014633	-0.04937956664344334	-0.07642048401115797	-0.01614315342498318	-0.0156925510196515	-0.07824529936549873
2026-04-30	0.06919117987186696	0.10505268686597247	0.026577013807162153	0.09661530210307157	0.14432340855381232	0.3314509816118931
2026-05-29	0.15108715221843583	0.05262575303750272	0.14191757191298504	-0.03479228041682336	0.05797465881657349	-0.014426348907143671
2026-06-30	-0.07274245453871875	-0.010292566443839024	-0.034856243015127464	0.110001012816763	-0.051230493410720945	-0.06080113537619114
2026-07-31	0.06756296301144094	0.00034817917005858234	-0.26008086795299534	0.08722364674262573	0.003298534030631073	0.009396386729764394
2026-08-31	0.026587852979950588	0.0267994025821654	0.18232069120487515	-0.00016147414943690208	0.09977583451704541	-0.05955420461721228
